genres,title,authors,rating,reviews,description,pages
"['Classics', 'Fiction']",Rebecca,['Daphne du Maurier'],4.23,522716,"Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady's maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late",449
"['Classics', 'Fiction']",The Color Purple,['Alice Walker'],4.24,573053,"Winner of the Pulitzer Prize and the National Book Award. Alice Walker's iconic modern classic is now a Penguin Book.A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other",304
"['Fantasy', 'Young Adult']",Harry Potter and the Prisoner of Azkaban,"['J.K. Rowling', 'Mary GrandPré', '(Illustrator)']",4.57,3213794,"For twelve long years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort.Now he has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azk",435
"['Classics', 'Fiction']",A Tree Grows in Brooklyn,['Betty  Smith'],4.28,413411,"The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of",496
"['Classics', 'Fiction']",The Brothers Karamazov,"['Fyodor Dostoevsky', 'Richard Pevear', '(Translator)', 'Marta Rebón', '(Translator)', 'Larissa Volokhonsky', '(Translator)', 'Fernando Otero', '(Translator)', 'Marta Sánchez-Nieves', '(Translator)']",4.32,270737,"The Brothers Karamazov is a murder mystery, a courtroom drama, and an exploration of erotic rivalry in a series of triangular love affairs involving the “wicked and sentimental” Fyodor Pavlovich Karamazov and his three sons―the impulsive and sensual Dmitri; the coldly rational Ivan; and the healthy, red-cheeked young novice Alyosha. Through the gripping events of their sto",796
"['Classics', 'Fiction']",A Clockwork Orange,['Anthony Burgess'],3.99,652258,"In Anthony Burgess's influential nightmare vision of the future, criminals take over after dark. Teen gang leader Alex narrates in fantastically inventive slang that echoes the violent intensity of youth rebelling against society. Dazzling and transgressive, A Clockwork Orange is a frightening fable about good and evil and the meaning of human freedom. This edition include",213
"['Fiction', 'Science Fiction']",The Road,['Cormac McCarthy'],3.97,780843,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits t",241
"['Nonfiction', 'Autobiography']",Angela's Ashes,['Frank McCourt'],4.12,577080,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish child",452
"['Classics', 'Fiction']",Siddhartha,"['Hermann Hesse', 'Lê Chu Cầu', '(Translator)']",4.04,644035,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed throug",152
"['Young Adult', 'Fantasy']",Vampire Academy,['Richelle Mead'],4.11,601627,"Only a true best friend can protect you from your immortal enemies...Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires—the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes",332
"['Fiction', 'Historical']",The Poisonwood Bible,['Barbara Kingsolver'],4.07,688289,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is",546
"['Novels', 'Historical']",Don Quixote,"['Miguel de Cervantes Saavedra', 'John Rutherford', '(Translator)', 'Francisco Rodríguez Marín', 'Jose Ramon Melida', 'John Gibson Lockhart', 'Roberto González Echevarría', '(Introduction)', 'Peter Anthony Motteux', '(Translator)']",3.88,232294,"Don Quixote has become so entranced by reading chivalric romances that he determines to become a knight-errant himself. In the company of his faithful squire, Sancho Panza, his exploits blossom in all sorts of wonderful ways. While Quixote's fancy often leads him astray—he tilts at windmills, imagining them to be giants—Sancho acquires cunning and a certain sagacity. Sane",1023
"['Fiction', 'Classics']",Atlas Shrugged,"['Ayn Rand', 'Leonard Peikoff', '(Introduction)', 'Jan de Voogt', '(Translator)']",3.69,369629,"This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer",1078
"['Classics', 'Fiction']",The Old Man and the Sea,['Ernest Hemingway'],3.79,928256,"Librarian's note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses—specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954.",96
"['Romance', 'Fiction']",The Notebook,['Nicholas Sparks'],4.12,1440078,"Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summ",227
"['Classics', 'Poetry']",The Complete Stories and Poems,['Edgar Allan Poe'],4.37,237231,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.",821
"['Horror', 'Fantasy']",Interview with the Vampire,['Anne Rice'],4.00,520896,"This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery o",342
"['Fiction', 'Classics']",A Prayer for Owen Meany,['John Irving'],4.23,297207,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tr",637
"['Classics', 'Fiction']","Moby-Dick or, the Whale","['Herman Melville', 'Andrew Delbanco', '(Introduction)', 'Tom Quirk', '(Notes)', 'Rockwell Kent', '(Illustrator)']",3.52,504127,"""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and da",654
"['Fantasy', 'Young Adult']",Harry Potter and the Goblet of Fire,"['J.K. Rowling', 'Mary GrandPré', '(Illustrator)']",4.56,2900400,"Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event that's supposed to take place at Hogwa",734
