genres,title,authors,rating,reviews,pages,Key_words
"['fantasy', 'youngadult']",Harry Potter and the Deathly Hallows,['j.k.rowling'],4.61,3105119,759,"['longer', 'safe', 'harry', 'hogwarts', 'best', 'friend', 'ron', 'hermione', 'run', 'professor', 'dumbledore', 'given', 'clue', 'need', 'defeat', 'dark', 'wizard', 'lord', 'voldemort', 'figure', 'hint', 'suggestion', 'really', 'mean', 'cross', 'country', 'odyssey', 'searching', 'desperately', 'f']"
"['classics', 'fiction']",1984,['georgeorwell'],4.19,3587531,298,"['among', 'seminal', 'text', '20th', 'century', 'nineteen', 'eighty', 'four', 'rare', 'work', 'grows', 'haunting', 'futuristic', 'purgatory', 'becomes', 'real', 'published', '1949', 'book', 'offer', 'political', 'satirist', 'george', 'orwell', 'nightmarish', 'vision', 'totalitarian', 'bureaucratic', 'world', 'one', 'poor', 'stiff', 'attempt', 'find', 'individuality', 'brilliance', 'novel', 'pre']"
"['historical', 'historicalfiction']",The Pillars of the Earth,['kenfollett'],4.32,693598,976,"['ken', 'follett', 'known', 'worldwide', 'master', 'split', 'second', 'suspense', 'beloved', 'bestselling', 'book', 'tell', 'magnificent', 'tale', 'twelfth', 'century', 'monk', 'driven', 'seemingly', 'impossible', 'build', 'greatest', 'gothic', 'cathedral', 'world', 'ever', 'everything', 'reader', 'expect', 'intrigue', 'fast', 'paced', 'action', 'passionate', 'romance']"
"['horror', 'fiction']",The Stand,"['stephenking', 'berniewrightson', '(illustrator)']",4.33,677686,1152,"['man', 'escape', 'biological', 'testing', 'facility', 'set', 'motion', 'deadly', 'domino', 'effect', 'spreading', 'mutated', 'strain', 'flu', 'wipe', '99', 'percent', 'humanity', 'within', 'week', 'survivor', 'remain', 'scared', 'bewildered', 'need', 'leader', 'two', 'emerge', '–', 'mother', 'abagail', 'benevolent', '108', 'year', 'old', 'woman', 'urge', 'build', 'peaceful', 'communit']"
"['classics', 'fiction']",Watership Down,['richardadams'],4.06,455478,478,"['librarian', 'note', 'see', 'alternate', 'cover', 'edition', 'isbn13', '9780380395866', 'set', 'england', 'down', 'idyllic', 'rural', 'landscape', 'stirring', 'tale', 'adventure', 'courage', 'survival', 'follows', 'band', 'special', 'creature', 'flight', 'intrusion', 'man', 'certain', 'destruction', 'home', 'led', 'stouthearted', 'pair', 'friend', 'journey', 'forth']"
"['classics', 'mystery']",The Adventures of Sherlock Holmes,['arthurconandoyle'],4.29,267981,389,"['adventure', 'sherlock', 'holmes', 'series', 'short', 'story', 'made', 'fortune', 'strand', 'magazine', 'first', 'published', 'immense', 'popularity', 'dr', 'watson', 'detective', 'height', 'power', 'volume', 'full', 'famous', 'case', 'including', 'red', 'headed', 'league', ""',"", 'blue', 'carbuncle', 'speckled', 'band']"
"['classics', 'fiction']",Great Expectations,"['charlesdickens', 'charlesgreen', 'markoxford', '(editor)', 'samngo', 'f.w.pailthorpe']",3.78,703940,544,"['may', 'dickens', 'best', 'novel', 'humble', 'orphaned', 'pip', 'apprenticed', 'dirty', 'work', 'forge', 'dare', 'dream', 'becoming', 'gentleman', '—', 'one', 'day', 'sudden', 'enigmatic', 'circumstance', 'find', 'possession', 'great', 'expectation', '.""', 'gripping', 'tale', 'crime', 'guilt', 'revenge', 'reward', 'compelling', 'character', 'include', 'magwitch', 'fear']"
"['classics', 'fiction']",The Bell Jar,['sylviaplath'],4.02,676716,294,"['bell', 'jar', 'chronicle', 'crack', 'esther', 'greenwood', 'brilliant', 'beautiful', 'enormously', 'talented', 'successful', 'slowly', 'going', '—', 'maybe', 'last', 'time', 'sylvia', 'plath', 'masterfully', 'draw', 'reader', 'breakdown', 'intensity', 'insanity', 'becomes', 'completely', 'real', 'even', 'rational', 'probable', 'accessible', 'experience']"
"['childrens', 'fiction']",Matilda,"['roalddahl', 'quentinblake', '(illustrator)']",4.32,749544,240,"['matilda', 'little', 'girl', 'far', 'good', 'true', 'age', 'five', 'half', 'knocking', 'double', 'digit', 'multiplication', 'problem', 'blitz', 'reading', 'dickens', 'even', 'remarkably', 'classmate', 'love', 'though', 'super', 'nerd', 'teacher', 'pet', 'everything', 'perfect', 'world', 'starter', 'two', 'idiotic', 'self', 'centered', 'pa']"
"['classics', 'fiction']",Anna Karenina,"['leotolstoy', 'constancegarnett', '(translator)', 'aylmermaude', '(translator)', 'louisemaude', '(translator)', 'dmitriybutko', '(translator)', 'georgegibian', '(preface)']",4.06,727379,964,"['acclaimed', 'many', 'world', 'greatest', 'novel', 'anna', 'karenina', 'provides', 'vast', 'panorama', 'contemporary', 'life', 'russia', 'humanity', 'general', 'tolstoy', 'us', 'intense', 'imaginative', 'insight', 'create', 'memorable', 'character', 'literature', 'sophisticated', 'woman', 'abandon', 'empty', 'existence', 'wife', 'karenin', 'turn', 'count', 'vr']"
"['classics', 'fiction']",One Flew Over the Cuckoo's Nest,['kenkesey'],4.19,673399,325,"['tyrannical', 'nurse', 'ratched', 'rule', 'ward', 'oregon', 'state', 'mental', 'hospital', 'strict', 'unbending', 'routine', 'unopposed', 'patient', 'remain', 'cowed', 'mind', 'numbing', 'medication', 'threat', 'electric', 'shock', 'therapy', 'regime', 'disrupted', 'arrival', 'mcmurphy', '–', 'swaggering', 'fun', 'loving', 'trickster', 'devilish', 'grin', 'resolve', 'oppose']"
"['fantasy', 'classics']",The Fellowship of the Ring,['j.r.r.tolkien'],4.37,2515790,527,"['one', 'ring', 'rule', 'find', 'bring', 'darkeness', 'bind', 'themin', 'ancient', 'time', 'ring', 'power', 'crafted', 'elven', 'smith', 'sauron', 'dark', 'lord', 'forged', 'filling', 'could', 'others', 'taken', 'though', 'sought', 'throughout', 'middle', 'earth']"
"['fiction', 'mystery']",The Girl with the Dragon Tattoo,"['stieglarsson', 'regkeeland', '(translator)']",4.15,2827979,465,"['harriet', 'vanger', 'scion', 'one', 'sweden', '’', 'wealthiest', 'family', 'disappeared', 'forty', 'year', 'ago', 'later', 'aged', 'uncle', 'continues', 'seek', 'truth', 'hire', 'mikael', 'blomkvist', 'crusading', 'journalist', 'recently', 'trapped', 'libel', 'conviction', 'investigate', 'aided', 'pierced', 'tattooed', 'punk', 'prodigy', 'lisbeth', 'salander', 'together', 'tap', 'vein', 'u']"
"['historical', 'historicalfiction']",Outlander,['dianagabaldon'],4.23,911001,850,"['year', '1945', 'claire', 'randall', 'former', 'combat', 'nurse', 'back', 'war', 'reunited', 'husband', 'second', 'honeymoon', 'walk', 'standing', 'stone', 'one', 'ancient', 'circle', 'dot', 'british', 'isle', 'suddenly', 'sassenach', '—', '“', 'outlander', '”—', 'scotland', 'torn', 'raiding', 'border', 'clan', 'lord', '...', '1743', 'hurled']"
"['fiction', 'contemporary']",My Sister's Keeper,['jodipicoult'],4.08,1112727,423,"['new', 'york', 'time', 'best', 'selling', 'author', 'jodi', 'picoult', 'widely', 'acclaimed', 'keen', 'insight', 'heart', 'mind', 'real', 'people', 'tell', 'emotionally', 'riveting', 'story', 'family', 'torn', 'apart', 'conflicting', 'need', 'passionate', 'love', 'triumph', 'human', 'weakness', 'anna', 'sick', 'might', 'well', 'age', '13', 'undergone', 'countless', 'surgery', 'tran']"
"['classics', 'fiction']",Rebecca,['daphnedumaurier'],4.23,522716,449,"['last', 'night', 'dreamt', 'went', 'manderley', 'novel', 'begin', 'monte', 'carlo', 'heroine', 'swept', 'foot', 'dashing', 'widower', 'maxim', 'de', 'winter', 'sudden', 'proposal', 'marriage', 'orphaned', 'working', 'lady', 'maid', 'barely', 'believe', 'luck', 'arrive', 'massive', 'country', 'estate', 'realizes', 'large', 'shadow', 'late']"
"['classics', 'fiction']",The Color Purple,['alicewalker'],4.24,573053,304,"['winner', 'pulitzer', 'prize', 'national', 'book', 'award', 'alice', 'walker', 'iconic', 'modern', 'classic', 'penguin', 'powerful', 'cultural', 'touchstone', 'american', 'literature', 'color', 'purple', 'depicts', 'life', 'african', 'woman', 'early', 'twentieth', 'century', 'rural', 'georgia', 'separated', 'girl', 'sister', 'celie', 'nettie', 'sustain', 'loyalty', 'hope']"
"['fantasy', 'youngadult']",Harry Potter and the Prisoner of Azkaban,"['j.k.rowling', 'marygrandpré', '(illustrator)']",4.57,3213794,435,"['twelve', 'long', 'year', 'dread', 'fortress', 'azkaban', 'held', 'infamous', 'prisoner', 'named', 'sirius', 'black', 'convicted', 'killing', 'thirteen', 'people', 'single', 'curse', 'said', 'heir', 'apparent', 'dark', 'lord', 'voldemort', 'escaped', 'leaving', 'two', 'clue', 'might', 'headed', 'harry', 'potter', 'defeat', 'know', 'downfall', 'well', 'azk']"
"['classics', 'fiction']",A Tree Grows in Brooklyn,['bettysmith'],4.28,413411,496,"['beloved', 'american', 'classic', 'young', 'girl', 'coming', 'age', 'turn', 'century', 'betty', 'smith', 'tree', 'grows', 'brooklyn', 'poignant', 'moving', 'tale', 'filled', 'compassion', 'cruelty', 'laughter', 'heartache', 'crowded', 'life', 'people', 'incident', 'story', 'sensitive', 'idealistic', 'francie', 'nolan', 'bittersweet', 'formative', 'year', 'slum']"
"['classics', 'fiction']",The Brothers Karamazov,"['fyodordostoevsky', 'richardpevear', '(translator)', 'martarebón', '(translator)', 'larissavolokhonsky', '(translator)', 'fernandootero', '(translator)', 'martasánchez-nieves', '(translator)']",4.32,270737,796,"['brother', 'karamazov', 'murder', 'mystery', 'courtroom', 'drama', 'exploration', 'erotic', 'rivalry', 'series', 'triangular', 'love', 'affair', 'involving', '“', 'wicked', 'sentimental', '”', 'fyodor', 'pavlovich', 'three', 'son', '―', 'impulsive', 'sensual', 'dmitri', 'coldly', 'rational', 'ivan', 'healthy', 'red', 'cheeked', 'young', 'novice', 'alyosha', 'gripping', 'event', 'sto']"
"['classics', 'fiction']",A Clockwork Orange,['anthonyburgess'],3.99,652258,213,"['anthony', 'burgess', 'influential', 'nightmare', 'vision', 'future', 'criminal', 'take', 'dark', 'teen', 'gang', 'leader', 'alex', 'narrates', 'fantastically', 'inventive', 'slang', 'echo', 'violent', 'intensity', 'youth', 'rebelling', 'society', 'dazzling', 'transgressive', 'clockwork', 'orange', 'frightening', 'fable', 'good', 'evil', 'meaning', 'human', 'freedom', 'edition', 'include']"
"['fiction', 'sciencefiction']",The Road,['cormacmccarthy'],3.97,780843,241,"['searing', 'postapocalyptic', 'novel', 'destined', 'become', 'cormac', 'mccarthy', '’', 'masterpiece', 'father', 'son', 'walk', 'alone', 'burned', 'america', 'nothing', 'move', 'ravaged', 'landscape', 'save', 'ash', 'wind', 'cold', 'enough', 'crack', 'stone', 'snow', 'fall', 'gray', 'sky', 'dark', 'destination', 'coast', 'although', 'know', 'anything', 'awaits']"
"['nonfiction', 'autobiography']",Angela's Ashes,['frankmccourt'],4.12,577080,452,"['imbued', 'every', 'page', 'frank', 'mccourt', 'astounding', 'humor', 'compassion', 'glorious', 'book', 'bear', 'mark', 'classic', 'look', 'back', 'childhood', 'wonder', 'managed', 'survive', 'course', 'miserable', 'happy', 'hardly', 'worth', 'worse', 'ordinary', 'irish', 'child']"
"['classics', 'fiction']",Siddhartha,"['hermannhesse', 'lêchucầu', '(translator)']",4.04,644035,152,"['herman', 'hesse', 'classic', 'novel', 'delighted', 'inspired', 'influenced', 'generation', 'reader', 'writer', 'thinker', 'story', 'wealthy', 'indian', 'brahmin', 'cast', 'life', 'privilege', 'seek', 'spiritual', 'fulfillment', 'synthesizes', 'disparate', 'philosophy', '--', 'eastern', 'religion', 'jungian', 'archetype', 'western', 'individualism', 'unique', 'vision', 'expressed', 'throug']"
"['youngadult', 'fantasy']",Vampire Academy,['richellemead'],4.11,601627,332,"['true', 'best', 'friend', 'protect', 'immortal', 'enemy', '...', 'lissa', 'dragomir', 'moroi', 'princess', 'mortal', 'vampire', 'rare', 'gift', 'harnessing', 'earth', 'magic', 'must', 'protected', 'time', 'strigoi', 'fiercest', 'vampire', '—', 'one', 'never', 'die', 'powerful', 'blend', 'human', 'blood', 'flow', 'rose', 'hathaway', 'make']"
"['fiction', 'historical']",The Poisonwood Bible,['barbarakingsolver'],4.07,688289,546,"['poisonwood', 'bible', 'story', 'told', 'wife', 'four', 'daughter', 'nathan', 'price', 'fierce', 'evangelical', 'baptist', 'take', 'family', 'mission', 'belgian', 'congo', '1959', 'carry', 'everything', 'believe', 'need', 'home', 'soon', 'find', '--', 'garden', 'seed', 'scripture', 'calamitously', 'transformed', 'african', 'soil', 'follows']"
"['novels', 'historical']",Don Quixote,"['migueldecervantessaavedra', 'johnrutherford', '(translator)', 'franciscorodríguezmarín', 'joseramonmelida', 'johngibsonlockhart', 'robertogonzálezechevarría', '(introduction)', 'peteranthonymotteux', '(translator)']",3.88,232294,1023,"['quixote', 'become', 'entranced', 'reading', 'chivalric', 'romance', 'determines', 'knight', 'errant', 'company', 'faithful', 'squire', 'sancho', 'panza', 'exploit', 'blossom', 'sort', 'wonderful', 'way', 'fancy', 'often', 'lead', 'astray', '—', 'tilt', 'windmill', 'imagining', 'giant', 'acquires', 'cunning', 'certain', 'sagacity', 'sane']"
"['fiction', 'classics']",Atlas Shrugged,"['aynrand', 'leonardpeikoff', '(introduction)', 'jandevoogt', '(translator)']",3.69,369629,1078,"['story', 'man', 'said', 'would', 'stop', 'motor', 'world', 'destroyer', 'greatest', 'liberator', 'fight', 'battle', 'enemy', 'needed', 'hardest', 'woman', 'loved', '’', '—', 'motive', 'power', 'every', 'know', 'answer']"
"['classics', 'fiction']",The Old Man and the Sea,['ernesthemingway'],3.79,928256,96,"['librarian', 'note', 'alternate', 'cover', 'edition', 'found', 'herethis', 'short', 'novel', 'already', 'modern', 'classic', 'superbly', 'told', 'tragic', 'story', 'cuban', 'fisherman', 'gulf', 'stream', 'giant', 'marlin', 'kill', 'loses', '—', 'specifically', 'referred', 'citation', 'accompanying', 'author', 'nobel', 'prize', 'literature', '1954']"
"['romance', 'fiction']",The Notebook,['nicholassparks'],4.12,1440078,227,"['set', 'amid', 'austere', 'beauty', 'north', 'carolina', 'coast', 'begin', 'story', 'noah', 'calhoun', 'rural', 'southerner', 'recently', 'returned', 'second', 'world', 'war', 'restoring', 'plantation', 'home', 'former', 'glory', 'haunted', 'image', 'beautiful', 'girl', 'met', 'fourteen', 'year', 'earlier', 'loved', 'like', 'unable', 'find', 'yet', 'unwilling', 'forget', 'summ']"
"['classics', 'poetry']",The Complete Stories and Poems,['edgarallanpoe'],4.37,237231,821,"['single', 'volume', 'brings', 'together', 'poe', 'story', 'poem', 'illuminates', 'diverse', 'multifaceted', 'genius', 'one', 'greatest', 'influential', 'figure', 'american', 'literary', 'history']"
"['horror', 'fantasy']",Interview with the Vampire,['annerice'],4.0,520896,342,"['story', 'louis', 'told', 'word', 'journey', 'mortal', 'immortal', 'life', 'recount', 'became', 'vampire', 'hand', 'radiant', 'sinister', 'lestat', 'indoctrinated', 'unwillingly', 'way', 'ebb', 'flow', 'street', 'new', 'orleans', 'defining', 'crucial', 'moment', 'discovery']"
"['fiction', 'classics']",A Prayer for Owen Meany,['johnirving'],4.23,297207,637,"['eleven', 'year', 'old', 'owen', 'meany', 'playing', 'little', 'league', 'baseball', 'game', 'gravesend', 'new', 'hampshire', 'hit', 'foul', 'ball', 'kill', 'best', 'friend', 'mother', 'believe', 'accident', 'belief', 'god', 'instrument', 'happens', '1953', 'extraordinary', 'terrifying', 'moment', 'comic', 'self', 'deluded', 'victim', 'end', 'principal', 'tr']"
"['classics', 'fiction']","Moby-Dick or, the Whale","['hermanmelville', 'andrewdelbanco', '(introduction)', 'tomquirk', '(notes)', 'rockwellkent', '(illustrator)']",3.52,504127,654,"['horrible', 'texture', 'fabric', 'woven', 'ship', 'cable', 'hawser', 'polar', 'wind', 'blow', 'bird', 'prey', 'hover', '.""', 'melville', 'wrote', 'masterpiece', 'one', 'greatest', 'work', 'imagination', 'literary', 'history', 'part', 'moby', 'dick', 'story', 'eerily', 'compelling', 'madman', 'pursuing', 'unholy', 'war', 'creature', 'vast', 'da']"
"['fantasy', 'youngadult']",Harry Potter and the Goblet of Fire,"['j.k.rowling', 'marygrandpré', '(illustrator)']",4.56,2900400,734,"['harry', 'potter', 'midway', 'training', 'wizard', 'coming', 'age', 'want', 'get', 'away', 'pernicious', 'dursleys', 'go', 'international', 'quidditch', 'cup', 'hermione', 'ron', 'weasleys', 'dream', 'cho', 'chang', 'crush', 'maybe', ').', 'find', 'mysterious', 'event', 'supposed', 'take', 'place', 'hogwa']"
"['fantasy', 'youngadult']",Harry Potter and the Half-Blood Prince,['j.k.rowling'],4.57,2708653,652,"['war', 'voldemort', 'going', 'well', 'even', 'muggle', 'government', 'noticing', 'ron', 'scan', 'obituary', 'page', 'daily', 'prophet', 'looking', 'familiar', 'name', 'dumbledore', 'absent', 'hogwarts', 'long', 'stretch', 'time', 'order', 'phoenix', 'already', 'suffered', 'loss', 'yet', 'war', 'life', 'go', 'weasley', 'twin', 'expand', 'business', 'sixth', 'yea']"
"['fiction', 'historical']",The Secret Life of Bees,['suemonkkidd'],4.07,1180747,302,"['set', 'south', 'carolina', '1964', 'secret', 'life', 'bee', 'tell', 'story', 'lily', 'owen', 'whose', 'shaped', 'around', 'blurred', 'memory', 'afternoon', 'mother', 'killed', 'fierce', 'hearted', 'black', 'stand', ',""', 'rosaleen', 'insult', 'three', 'deepest', 'racist', 'town', 'decides', 'spring', 'free', 'escape', 'tiburon', '--', 'th']"
"['fantasy', 'youngadult']",Clockwork Angel,['cassandraclare'],4.3,753208,479,"['time', 'shadowhunters', 'barely', 'winning', 'fight', 'force', 'darkness', 'one', 'battle', 'change', 'course', 'history', 'forever', 'welcome', 'infernal', 'device', 'trilogy', 'stunning', 'dangerous', 'prequel', 'new', 'york', 'time', 'bestselling', 'mortal', 'instrument', 'series', 'year', '1878', 'tessa', 'gray', 'descends', 'london', '’', 'dark', 'supernatural', 'underworld', 'search']"
"['historical', 'historicalfiction']",The Red Tent,['anitadiamant'],4.18,549082,324,"['name', 'dinah', 'bible', 'life', 'hinted', 'brief', 'violent', 'detour', 'within', 'familiar', 'chapter', 'book', 'genesis', 'father', 'jacob', 'dozen', 'son', 'told', 'voice', 'novel', 'reveals', 'tradition', 'turmoil', 'ancient', 'womanhood', '—', 'world', 'red', 'tent', 'begin', 'story', 'mother', 'leah', 'rachel', 'zi']"
"['mystery', 'fiction']",And Then There Were None,['agathachristie'],4.26,988018,264,"['first', 'ten', '—', 'curious', 'assortment', 'stranger', 'summoned', 'weekend', 'guest', 'little', 'private', 'island', 'coast', 'devon', 'host', 'eccentric', 'millionaire', 'unknown', 'nowhere', 'found', 'common', 'wicked', 'past', 'unwilling', 'reveal', 'secret', 'seal', 'fate', 'marked', 'murder']"
